violation,item,country,shipper,station,importers,cause,cargo,remarks,article,manufacturers,year,month,day
0,19,12.0,0.0,42.0,225.0,0.0,8.0,8.0,13.0,135.0,4,10,29
3,12,132.0,230.0,33.0,172.0,0.0,8.0,8.0,27.0,11.0,4,10,29
0,19,70.0,0.0,27.0,369.0,0.0,8.0,8.0,13.0,1023.0,4,10,29
5,19,21.0,322.0,18.0,154.0,0.0,11.0,11.0,15.0,11.0,4,10,29
9,19,57.0,0.0,18.0,476.0,0.0,8.0,8.0,11.0,640.0,4,10,29
9,19,57.0,0.0,18.0,55.0,0.0,8.0,8.0,11.0,148.0,4,10,29
9,19,57.0,0.0,18.0,55.0,0.0,8.0,8.0,11.0,148.0,4,10,29
9,19,57.0,0.0,18.0,55.0,0.0,8.0,8.0,11.0,148.0,4,10,29
0,19,57.0,0.0,18.0,55.0,0.0,8.0,8.0,13.0,148.0,4,10,29
1,5,70.0,0.0,37.0,165.0,0.0,8.0,8.0,13.0,563.0,4,10,29
0,19,8.0,0.0,27.0,67.0,0.0,8.0,8.0,13.0,1394.0,4,10,29
1,14,142.0,0.0,19.0,216.0,0.0,8.0,8.0,13.0,71.0,4,10,29
9,17,21.0,0.0,37.0,255.0,0.0,8.0,8.0,11.0,136.0,4,10,29
1,19,21.0,0.0,37.0,501.0,0.0,8.0,8.0,16.0,683.0,4,10,29
3,12,21.0,0.0,37.0,65.0,0.0,8.0,8.0,27.0,1845.0,4,10,29
0,19,21.0,0.0,42.0,625.0,0.0,8.0,8.0,13.0,1902.0,4,10,29
5,19,70.0,291.0,35.0,287.0,0.0,0.0,0.0,15.0,11.0,4,10,29
1,18,142.0,0.0,37.0,484.0,0.0,8.0,8.0,13.0,1636.0,4,11,06
1,15,142.0,0.0,29.0,314.0,0.0,8.0,8.0,13.0,477.0,4,11,06
3,19,63.0,219.0,27.0,126.0,0.0,8.0,8.0,27.0,11.0,4,11,06
3,19,126.0,335.0,23.0,307.0,0.0,8.0,8.0,27.0,11.0,4,11,06
9,19,123.0,0.0,42.0,149.0,0.0,8.0,8.0,11.0,713.0,4,11,06
9,19,123.0,0.0,42.0,149.0,0.0,8.0,8.0,11.0,713.0,4,11,06
6,0,18.0,609.0,10.0,99.0,0.0,8.0,8.0,25.0,11.0,4,11,06
6,19,18.0,9.0,42.0,376.0,0.0,8.0,8.0,25.0,11.0,4,11,06
1,17,126.0,0.0,34.0,580.0,0.0,8.0,8.0,13.0,466.0,4,11,06
1,17,126.0,0.0,34.0,580.0,0.0,8.0,8.0,13.0,466.0,4,11,06
0,19,123.0,0.0,37.0,280.0,0.0,8.0,8.0,16.0,941.0,4,12,02
5,19,21.0,327.0,18.0,106.0,0.0,8.0,8.0,15.0,11.0,4,12,02
1,17,142.0,0.0,37.0,125.0,0.0,8.0,8.0,13.0,1029.0,4,12,02
3,19,63.0,0.0,37.0,124.0,0.0,8.0,8.0,27.0,1566.0,4,12,07
9,19,12.0,0.0,27.0,59.0,0.0,8.0,8.0,11.0,134.0,4,12,07
1,13,21.0,0.0,29.0,133.0,0.0,8.0,8.0,13.0,72.0,4,12,07
1,17,142.0,0.0,11.0,340.0,0.0,8.0,8.0,13.0,1024.0,4,12,07
3,12,115.0,246.0,23.0,72.0,0.0,8.0,8.0,27.0,11.0,4,12,07
0,5,142.0,0.0,42.0,53.0,0.0,8.0,8.0,13.0,433.0,4,12,07
0,5,142.0,0.0,42.0,53.0,0.0,8.0,8.0,13.0,433.0,4,12,07
3,12,142.0,263.0,37.0,211.0,0.0,8.0,8.0,27.0,11.0,4,12,07
3,12,21.0,0.0,10.0,379.0,0.0,8.0,8.0,27.0,1389.0,4,12,07
3,12,21.0,0.0,34.0,33.0,0.0,8.0,8.0,27.0,1384.0,4,12,07
3,12,21.0,478.0,42.0,270.0,0.0,8.0,8.0,27.0,11.0,4,12,07
1,19,101.0,359.0,37.0,593.0,0.0,8.0,8.0,13.0,11.0,4,12,07
0,19,21.0,0.0,37.0,65.0,0.0,8.0,8.0,13.0,709.0,4,12,07
6,0,132.0,116.0,7.0,99.0,0.0,8.0,8.0,25.0,11.0,4,12,07
6,0,132.0,601.0,23.0,378.0,0.0,8.0,8.0,25.0,11.0,4,12,07
1,19,104.0,486.0,40.0,427.0,0.0,1.0,1.0,13.0,11.0,4,12,08
0,2,73.0,0.0,39.0,114.0,0.0,8.0,8.0,13.0,983.0,4,12,08
0,9,73.0,0.0,39.0,114.0,0.0,8.0,8.0,13.0,983.0,4,12,08
0,17,73.0,0.0,39.0,114.0,0.0,8.0,8.0,13.0,983.0,4,12,08
0,13,130.0,0.0,37.0,63.0,0.0,8.0,8.0,13.0,396.0,4,12,08
1,5,48.0,0.0,12.0,62.0,0.0,8.0,8.0,13.0,1313.0,4,12,08
1,5,58.0,0.0,29.0,299.0,0.0,8.0,8.0,13.0,755.0,4,12,08
1,10,21.0,0.0,37.0,483.0,0.0,8.0,8.0,13.0,350.0,4,12,08
6,0,132.0,600.0,7.0,378.0,0.0,8.0,8.0,25.0,11.0,4,12,08
6,0,132.0,600.0,7.0,378.0,0.0,8.0,8.0,25.0,11.0,4,12,08
0,19,77.0,0.0,37.0,531.0,0.0,8.0,8.0,16.0,1716.0,4,12,11
1,17,21.0,0.0,29.0,419.0,0.0,8.0,8.0,13.0,326.0,4,12,11
1,17,21.0,0.0,19.0,521.0,0.0,8.0,8.0,13.0,1893.0,4,12,11
0,10,21.0,0.0,29.0,272.0,0.0,8.0,8.0,13.0,1847.0,4,12,11
0,19,116.0,0.0,27.0,599.0,0.0,8.0,8.0,13.0,472.0,4,12,18
1,3,63.0,0.0,27.0,597.0,0.0,8.0,8.0,13.0,9.0,4,12,18
1,3,132.0,0.0,17.0,442.0,0.0,8.0,8.0,13.0,4.0,4,12,18
0,3,63.0,0.0,27.0,619.0,0.0,8.0,8.0,13.0,10.0,4,12,18
0,3,63.0,0.0,27.0,619.0,0.0,8.0,8.0,13.0,10.0,4,12,18
0,3,63.0,0.0,27.0,619.0,0.0,8.0,8.0,13.0,10.0,4,12,18
6,0,132.0,97.0,10.0,72.0,0.0,8.0,8.0,25.0,11.0,4,12,18
6,0,132.0,97.0,10.0,72.0,0.0,8.0,8.0,25.0,11.0,4,12,18
1,15,142.0,0.0,31.0,558.0,0.0,8.0,8.0,13.0,155.0,4,12,18
0,19,21.0,0.0,27.0,328.0,0.0,8.0,8.0,13.0,1550.0,4,12,18
0,19,21.0,0.0,27.0,328.0,0.0,8.0,8.0,13.0,1550.0,4,12,18
0,19,21.0,0.0,27.0,328.0,0.0,8.0,8.0,13.0,1550.0,4,12,18
1,14,142.0,0.0,29.0,104.0,0.0,8.0,8.0,13.0,321.0,4,12,22
1,19,36.0,0.0,27.0,438.0,0.0,8.0,8.0,13.0,518.0,4,12,22
1,10,142.0,0.0,37.0,187.0,0.0,8.0,8.0,13.0,1026.0,4,12,22
0,19,21.0,0.0,37.0,362.0,0.0,8.0,8.0,27.0,1521.0,4,12,22
1,3,63.0,0.0,27.0,559.0,0.0,8.0,8.0,13.0,219.0,4,12,22
5,19,70.0,391.0,35.0,393.0,0.0,0.0,0.0,15.0,11.0,4,12,22
0,19,63.0,0.0,37.0,486.0,0.0,8.0,8.0,16.0,873.0,4,12,22
1,18,110.0,395.0,31.0,419.0,0.0,8.0,8.0,13.0,11.0,4,12,22
1,17,99.0,0.0,23.0,162.0,0.0,8.0,8.0,13.0,1679.0,4,12,22
1,17,99.0,0.0,23.0,162.0,0.0,8.0,8.0,13.0,1679.0,4,12,22
1,17,99.0,0.0,23.0,162.0,0.0,8.0,8.0,13.0,1679.0,4,12,22
5,15,21.0,0.0,19.0,213.0,0.0,8.0,8.0,15.0,808.0,4,12,22
0,19,21.0,0.0,37.0,91.0,0.0,8.0,8.0,16.0,765.0,4,12,22
1,7,21.0,0.0,37.0,280.0,0.0,8.0,8.0,13.0,764.0,4,12,22
5,19,81.0,0.0,27.0,74.0,0.0,8.0,8.0,15.0,439.0,4,12,22
1,15,21.0,0.0,10.0,601.0,0.0,8.0,8.0,13.0,888.0,4,12,22
1,17,57.0,0.0,29.0,476.0,0.0,8.0,8.0,13.0,1760.0,4,12,22
1,17,57.0,0.0,29.0,476.0,0.0,8.0,8.0,13.0,1760.0,4,12,22
1,17,57.0,0.0,29.0,476.0,0.0,8.0,8.0,13.0,1760.0,4,12,22
3,19,142.0,563.0,10.0,275.0,0.0,8.0,8.0,27.0,11.0,4,12,22
3,12,132.0,295.0,42.0,271.0,0.0,8.0,8.0,27.0,11.0,4,12,25
5,9,141.0,80.0,27.0,259.0,0.0,8.0,8.0,15.0,11.0,4,12,25
3,12,21.0,295.0,42.0,271.0,0.0,8.0,8.0,27.0,11.0,4,12,25
3,12,132.0,0.0,37.0,194.0,0.0,8.0,8.0,27.0,846.0,4,12,25
1,19,21.0,314.0,18.0,610.0,0.0,8.0,8.0,13.0,11.0,4,12,25
1,19,142.0,563.0,10.0,275.0,0.0,8.0,8.0,13.0,11.0,4,12,28
9,17,3.0,0.0,15.0,173.0,0.0,8.0,8.0,11.0,935.0,4,12,28
5,15,21.0,0.0,37.0,133.0,0.0,8.0,8.0,15.0,1330.0,4,12,28
6,7,126.0,561.0,10.0,275.0,0.0,8.0,8.0,25.0,11.0,4,12,28
1,8,142.0,0.0,37.0,570.0,0.0,8.0,8.0,13.0,206.0,4,12,28
0,17,132.0,0.0,27.0,90.0,0.0,8.0,8.0,13.0,605.0,4,12,28
1,17,70.0,0.0,35.0,189.0,0.0,8.0,8.0,13.0,1875.0,4,12,28
0,19,70.0,0.0,27.0,128.0,0.0,8.0,8.0,13.0,1071.0,5,01,05
0,19,70.0,0.0,27.0,128.0,0.0,8.0,8.0,13.0,1071.0,5,01,05
1,19,132.0,236.0,42.0,0.0,0.0,8.0,8.0,5.0,11.0,3,12,04
6,1,132.0,282.0,37.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,04
6,1,132.0,282.0,37.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,04
6,1,132.0,131.0,37.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,04
6,1,132.0,131.0,37.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,04
0,17,70.0,0.0,21.0,0.0,0.0,8.0,8.0,5.0,264.0,3,12,04
3,11,130.0,0.0,29.0,0.0,0.0,8.0,8.0,27.0,69.0,3,12,04
3,12,132.0,0.0,37.0,0.0,0.0,8.0,8.0,27.0,846.0,3,12,25
9,5,48.0,0.0,27.0,0.0,0.0,8.0,8.0,2.0,49.0,3,12,25
1,3,21.0,0.0,31.0,0.0,0.0,8.0,8.0,5.0,369.0,3,12,25
0,19,123.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1517.0,3,12,25
3,12,12.0,500.0,10.0,0.0,0.0,8.0,8.0,27.0,11.0,3,12,25
3,19,132.0,509.0,37.0,0.0,0.0,8.0,8.0,27.0,11.0,3,12,25
9,19,63.0,0.0,37.0,0.0,0.0,8.0,8.0,2.0,195.0,3,12,25
3,19,21.0,200.0,34.0,0.0,0.0,8.0,8.0,27.0,11.0,3,12,25
6,0,132.0,116.0,10.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,25
1,15,21.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1818.0,3,12,25
0,8,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,582.0,3,12,25
1,17,116.0,0.0,19.0,0.0,0.0,8.0,8.0,5.0,304.0,3,12,25
1,15,21.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,674.0,3,12,25
5,18,142.0,2.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,3,12,25
6,0,3.0,185.0,7.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,25
0,17,36.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,876.0,3,12,25
1,15,21.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1356.0,3,12,25
1,3,142.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,272.0,3,12,25
5,17,18.0,0.0,23.0,0.0,0.0,8.0,8.0,9.0,1083.0,3,12,25
6,0,132.0,116.0,37.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,25
6,0,132.0,116.0,37.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,25
5,19,21.0,0.0,42.0,0.0,0.0,8.0,8.0,9.0,1287.0,3,12,25
5,17,18.0,0.0,23.0,0.0,0.0,11.0,11.0,9.0,1082.0,3,12,25
1,19,21.0,323.0,18.0,0.0,0.0,11.0,11.0,5.0,11.0,3,12,25
0,19,123.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,675.0,3,12,25
0,19,123.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,675.0,3,12,25
3,12,21.0,0.0,23.0,0.0,0.0,8.0,8.0,27.0,1367.0,3,12,25
5,19,57.0,0.0,42.0,0.0,0.0,8.0,8.0,9.0,53.0,3,12,25
0,19,63.0,0.0,15.0,0.0,0.0,8.0,8.0,27.0,122.0,3,12,25
1,17,126.0,0.0,19.0,0.0,0.0,8.0,8.0,5.0,1458.0,3,12,25
5,9,31.0,18.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,3,12,25
0,17,21.0,0.0,23.0,0.0,0.0,8.0,8.0,16.0,1913.0,3,12,25
1,15,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,66.0,3,12,25
1,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,214.0,3,12,25
3,6,132.0,206.0,23.0,0.0,0.0,8.0,8.0,27.0,11.0,3,12,25
1,19,77.0,88.0,27.0,0.0,0.0,8.0,8.0,5.0,11.0,3,12,25
1,19,83.0,152.0,29.0,0.0,0.0,8.0,8.0,5.0,11.0,3,12,25
1,15,21.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1818.0,3,12,25
1,15,21.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1818.0,3,12,25
6,7,126.0,55.0,37.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,25
0,19,123.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,1211.0,3,12,25
1,3,63.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,1711.0,3,12,25
3,6,132.0,272.0,34.0,0.0,0.0,8.0,8.0,27.0,11.0,3,12,25
0,19,126.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1210.0,3,12,25
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1436.0,3,12,25
3,11,132.0,0.0,27.0,0.0,0.0,8.0,8.0,27.0,1814.0,3,12,25
1,15,21.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,892.0,3,12,25
1,15,57.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,642.0,3,12,25
5,19,57.0,0.0,42.0,0.0,0.0,8.0,8.0,9.0,19.0,3,12,27
5,19,57.0,0.0,42.0,0.0,0.0,8.0,8.0,9.0,19.0,3,12,27
1,17,21.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,1866.0,3,12,27
0,11,126.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,1219.0,3,12,27
1,10,58.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,1246.0,3,12,27
3,19,21.0,0.0,18.0,0.0,0.0,8.0,8.0,27.0,1289.0,3,12,27
5,13,69.0,556.0,34.0,0.0,0.0,8.0,8.0,9.0,11.0,3,12,27
6,0,132.0,116.0,17.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,27
1,15,86.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,1538.0,3,12,27
9,19,21.0,0.0,37.0,0.0,0.0,8.0,8.0,2.0,245.0,3,12,27
9,19,21.0,0.0,42.0,0.0,0.0,8.0,8.0,2.0,629.0,3,12,27
9,19,21.0,0.0,42.0,0.0,0.0,8.0,8.0,2.0,629.0,3,12,27
0,19,21.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,1863.0,3,12,27
5,19,57.0,0.0,19.0,0.0,0.0,8.0,8.0,9.0,1207.0,3,12,27
3,19,7.0,0.0,37.0,0.0,0.0,8.0,8.0,27.0,653.0,3,12,27
0,19,63.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,213.0,3,12,27
1,5,123.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,1183.0,3,12,27
1,2,36.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,239.0,3,12,27
0,5,36.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1187.0,3,12,27
1,17,112.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,1186.0,3,12,27
1,10,57.0,57.0,29.0,0.0,0.0,8.0,8.0,5.0,11.0,3,12,27
1,17,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,585.0,3,12,27
1,8,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1771.0,3,12,27
0,19,86.0,572.0,18.0,0.0,0.0,8.0,8.0,5.0,11.0,3,12,27
6,0,132.0,116.0,19.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,27
6,0,132.0,116.0,19.0,0.0,0.0,8.0,8.0,25.0,11.0,3,12,27
3,19,132.0,0.0,42.0,0.0,0.0,8.0,8.0,27.0,1426.0,3,12,27
1,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,1208.0,4,01,10
5,15,21.0,0.0,19.0,0.0,0.0,8.0,8.0,9.0,926.0,4,01,10
5,15,21.0,0.0,37.0,0.0,0.0,8.0,8.0,9.0,410.0,4,01,10
0,17,70.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,847.0,4,01,10
9,19,14.0,0.0,15.0,0.0,0.0,8.0,8.0,2.0,153.0,4,01,10
0,19,123.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,444.0,4,01,10
1,19,126.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1730.0,4,01,15
5,19,21.0,0.0,37.0,0.0,0.0,8.0,8.0,16.0,1110.0,4,01,15
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1758.0,4,01,15
1,17,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1489.0,4,01,15
1,17,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1489.0,4,01,15
9,10,67.0,0.0,37.0,0.0,0.0,8.0,8.0,2.0,1043.0,4,01,20
5,7,116.0,165.0,37.0,0.0,0.0,8.0,8.0,9.0,11.0,4,01,20
0,19,21.0,0.0,20.0,0.0,0.0,8.0,8.0,16.0,1516.0,4,01,20
3,6,132.0,579.0,37.0,0.0,0.0,8.0,8.0,27.0,11.0,4,01,20
0,15,58.0,0.0,23.0,0.0,0.0,8.0,8.0,27.0,1250.0,4,01,20
0,18,58.0,0.0,23.0,0.0,0.0,8.0,8.0,27.0,1250.0,4,01,20
1,19,132.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1692.0,4,01,20
6,7,132.0,6.0,29.0,0.0,0.0,8.0,8.0,25.0,11.0,4,01,20
3,1,57.0,0.0,37.0,0.0,0.0,8.0,8.0,27.0,1265.0,4,01,20
3,19,21.0,458.0,23.0,0.0,0.0,8.0,8.0,27.0,11.0,4,01,20
1,15,63.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,1919.0,4,01,20
3,1,132.0,133.0,14.0,0.0,0.0,8.0,8.0,27.0,11.0,4,01,20
3,1,132.0,133.0,14.0,0.0,0.0,8.0,8.0,27.0,11.0,4,01,20
3,19,21.0,0.0,18.0,0.0,0.0,8.0,8.0,27.0,881.0,4,01,20
0,19,70.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,453.0,4,01,24
3,6,132.0,204.0,37.0,0.0,0.0,8.0,8.0,27.0,11.0,4,01,24
3,12,132.0,69.0,42.0,0.0,0.0,8.0,8.0,27.0,11.0,4,01,24
6,7,132.0,6.0,29.0,0.0,0.0,8.0,8.0,25.0,11.0,4,01,24
6,19,132.0,282.0,7.0,0.0,0.0,8.0,8.0,25.0,11.0,4,01,24
3,19,21.0,0.0,18.0,0.0,0.0,8.0,8.0,27.0,1289.0,4,01,24
1,15,21.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,340.0,4,01,24
1,3,63.0,0.0,27.0,0.0,0.0,11.0,11.0,5.0,8.0,4,01,24
5,19,58.0,439.0,37.0,0.0,0.0,11.0,11.0,9.0,11.0,4,01,24
5,19,63.0,141.0,27.0,0.0,0.0,3.0,3.0,9.0,11.0,4,01,24
1,15,105.0,0.0,39.0,0.0,0.0,8.0,8.0,5.0,1041.0,4,01,24
3,19,12.0,0.0,42.0,0.0,0.0,8.0,8.0,27.0,1434.0,4,01,29
0,19,21.0,0.0,21.0,0.0,0.0,8.0,8.0,16.0,1647.0,4,01,29
1,15,21.0,0.0,23.0,0.0,0.0,8.0,8.0,5.0,1891.0,4,01,29
9,19,21.0,0.0,27.0,0.0,0.0,8.0,8.0,2.0,629.0,4,01,29
1,15,63.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1424.0,4,01,31
6,0,132.0,130.0,17.0,0.0,0.0,8.0,8.0,25.0,11.0,4,01,31
5,19,81.0,19.0,37.0,0.0,0.0,8.0,8.0,9.0,11.0,4,01,31
5,19,81.0,19.0,37.0,0.0,0.0,8.0,8.0,9.0,11.0,4,01,31
5,19,81.0,19.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,4,01,31
5,19,81.0,19.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,4,01,31
3,19,18.0,0.0,29.0,0.0,0.0,8.0,8.0,27.0,1653.0,4,01,31
6,7,132.0,303.0,31.0,0.0,0.0,8.0,8.0,25.0,11.0,4,01,31
0,19,21.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,617.0,4,01,31
0,19,21.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,524.0,4,01,31
3,6,132.0,481.0,23.0,0.0,0.0,8.0,8.0,27.0,11.0,4,01,31
1,15,21.0,0.0,10.0,420.0,0.0,8.0,8.0,13.0,785.0,5,01,08
3,1,87.0,0.0,27.0,58.0,0.0,8.0,8.0,27.0,179.0,5,01,08
3,1,87.0,0.0,27.0,58.0,0.0,8.0,8.0,27.0,179.0,5,01,08
5,19,89.0,0.0,37.0,635.0,0.0,8.0,8.0,15.0,543.0,5,01,08
6,7,126.0,561.0,14.0,275.0,0.0,8.0,8.0,25.0,11.0,5,01,08
0,19,36.0,0.0,20.0,568.0,0.0,8.0,8.0,13.0,1474.0,5,01,13
0,3,21.0,0.0,37.0,516.0,0.0,8.0,8.0,27.0,346.0,5,01,13
5,19,126.0,361.0,27.0,197.0,0.0,0.0,0.0,15.0,11.0,5,01,13
9,19,142.0,0.0,37.0,71.0,0.0,8.0,8.0,11.0,1686.0,5,01,13
5,19,21.0,626.0,29.0,582.0,0.0,8.0,8.0,15.0,11.0,5,01,18
1,19,132.0,105.0,19.0,575.0,0.0,8.0,8.0,13.0,11.0,5,01,18
1,19,36.0,0.0,27.0,146.0,0.0,8.0,8.0,13.0,867.0,5,01,18
3,13,25.0,531.0,29.0,72.0,0.0,8.0,8.0,27.0,11.0,5,01,19
5,19,21.0,626.0,29.0,582.0,0.0,8.0,8.0,15.0,11.0,5,01,19
5,19,70.0,151.0,35.0,105.0,0.0,3.0,3.0,15.0,11.0,5,01,19
9,19,123.0,0.0,29.0,130.0,0.0,8.0,8.0,11.0,1034.0,5,01,20
9,19,123.0,0.0,29.0,130.0,0.0,8.0,8.0,11.0,1034.0,5,01,20
9,19,123.0,0.0,29.0,130.0,0.0,8.0,8.0,11.0,1034.0,5,01,20
1,19,99.0,411.0,29.0,202.0,0.0,8.0,8.0,13.0,11.0,5,01,20
5,15,21.0,0.0,29.0,317.0,0.0,8.0,8.0,15.0,1505.0,5,01,21
5,19,21.0,401.0,18.0,278.0,0.0,8.0,8.0,15.0,11.0,5,01,22
5,15,21.0,0.0,33.0,258.0,0.0,8.0,8.0,15.0,207.0,5,01,22
5,19,70.0,391.0,10.0,399.0,0.0,8.0,8.0,15.0,11.0,5,01,22
6,0,132.0,131.0,37.0,344.0,0.0,8.0,8.0,25.0,11.0,5,01,25
1,8,58.0,0.0,29.0,13.0,0.0,8.0,8.0,13.0,1252.0,5,01,25
5,19,142.0,585.0,15.0,286.0,0.0,3.0,3.0,15.0,11.0,5,01,25
0,19,21.0,0.0,37.0,460.0,0.0,8.0,8.0,13.0,418.0,5,01,26
3,19,77.0,0.0,37.0,264.0,0.0,8.0,8.0,27.0,836.0,5,01,26
3,12,132.0,431.0,42.0,630.0,0.0,8.0,8.0,27.0,11.0,5,01,26
1,15,77.0,0.0,39.0,477.0,0.0,8.0,8.0,13.0,1587.0,5,01,26
1,19,132.0,0.0,42.0,231.0,0.0,8.0,8.0,13.0,735.0,5,01,26
5,19,142.0,585.0,15.0,286.0,0.0,3.0,3.0,15.0,11.0,5,01,26
1,14,126.0,0.0,29.0,600.0,0.0,8.0,8.0,13.0,1164.0,5,01,27
9,2,88.0,0.0,27.0,44.0,0.0,8.0,8.0,11.0,120.0,5,01,27
9,17,21.0,0.0,27.0,3.0,0.0,8.0,8.0,11.0,1702.0,5,01,27
6,7,132.0,194.0,31.0,72.0,0.0,8.0,8.0,25.0,11.0,5,01,28
6,7,132.0,194.0,31.0,72.0,0.0,8.0,8.0,25.0,11.0,5,01,28
5,19,142.0,585.0,15.0,286.0,0.0,3.0,3.0,15.0,11.0,5,01,28
1,15,63.0,0.0,37.0,254.0,0.0,8.0,8.0,13.0,1138.0,5,02,01
3,11,132.0,0.0,37.0,506.0,0.0,8.0,8.0,27.0,1427.0,5,02,01
5,15,21.0,0.0,19.0,300.0,0.0,8.0,8.0,15.0,892.0,5,02,01
9,2,74.0,0.0,19.0,641.0,0.0,8.0,8.0,11.0,560.0,5,02,01
1,14,126.0,0.0,37.0,88.0,0.0,8.0,8.0,13.0,1674.0,5,02,01
0,11,126.0,0.0,42.0,233.0,0.0,8.0,8.0,13.0,963.0,5,02,01
0,11,126.0,0.0,42.0,233.0,0.0,8.0,8.0,13.0,963.0,5,02,01
0,19,117.0,0.0,15.0,552.0,0.0,8.0,8.0,13.0,449.0,5,02,04
1,15,18.0,0.0,17.0,490.0,0.0,8.0,8.0,13.0,1263.0,5,02,04
6,19,18.0,612.0,18.0,378.0,0.0,8.0,8.0,25.0,11.0,5,02,04
3,1,57.0,0.0,37.0,269.0,0.0,8.0,8.0,27.0,1530.0,5,02,04
1,17,21.0,0.0,37.0,184.0,0.0,8.0,8.0,13.0,663.0,5,02,04
3,6,132.0,575.0,23.0,72.0,0.0,8.0,8.0,27.0,11.0,5,02,04
1,17,142.0,0.0,29.0,109.0,0.0,8.0,8.0,13.0,834.0,5,02,04
0,19,21.0,0.0,19.0,548.0,0.0,8.0,8.0,13.0,1859.0,5,02,05
0,19,20.0,0.0,27.0,374.0,0.0,8.0,8.0,13.0,566.0,5,02,05
5,19,123.0,373.0,11.0,157.0,0.0,0.0,0.0,15.0,11.0,5,02,05
5,19,89.0,0.0,27.0,178.0,0.0,8.0,8.0,15.0,1022.0,5,02,05
5,18,21.0,619.0,17.0,353.0,0.0,8.0,8.0,15.0,11.0,5,02,05
6,0,132.0,135.0,7.0,344.0,0.0,8.0,8.0,25.0,11.0,5,02,08
6,0,132.0,135.0,7.0,344.0,0.0,8.0,8.0,25.0,11.0,5,02,08
3,11,132.0,0.0,37.0,115.0,0.0,8.0,8.0,27.0,1762.0,5,02,08
0,19,21.0,0.0,15.0,639.0,0.0,8.0,8.0,16.0,614.0,5,02,08
3,12,21.0,0.0,21.0,473.0,0.0,8.0,8.0,27.0,1798.0,5,02,08
5,19,89.0,0.0,37.0,171.0,0.0,8.0,8.0,15.0,437.0,5,02,08
