violation,item,country,shipper,station,importers,cause,cargo,remarks,article,manufacturers,year,month,day
1,19,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,139.0,0,09,14
1,8,142.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1031.0,0,09,14
3,12,112.0,0.0,33.0,0.0,0.0,8.0,8.0,19.0,1476.0,0,09,14
1,19,21.0,0.0,29.0,0.0,0.0,9.0,9.0,5.0,773.0,0,09,14
1,19,36.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,1324.0,0,09,14
1,15,21.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1370.0,0,09,14
5,18,28.0,0.0,17.0,0.0,0.0,8.0,8.0,34.0,18.0,0,09,14
5,18,28.0,0.0,17.0,0.0,0.0,8.0,8.0,34.0,18.0,0,09,14
1,15,21.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1355.0,0,09,14
1,17,101.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1748.0,0,09,14
1,17,126.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1668.0,0,09,14
0,19,21.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,508.0,0,09,23
0,19,21.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,1100.0,0,09,23
1,3,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,1412.0,0,09,23
1,17,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,115.0,0,09,23
0,19,142.0,0.0,37.0,0.0,0.0,8.0,8.0,16.0,1696.0,0,09,23
1,18,36.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,198.0,0,09,23
5,19,70.0,248.0,29.0,0.0,0.0,3.0,3.0,9.0,11.0,0,09,23
1,3,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1383.0,0,09,23
6,13,12.0,16.0,33.0,0.0,0.0,8.0,8.0,25.0,11.0,0,09,23
1,17,122.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,618.0,0,09,23
1,17,122.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,618.0,0,09,23
5,19,15.0,548.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,0,09,23
9,19,101.0,0.0,37.0,0.0,0.0,8.0,8.0,2.0,1751.0,0,09,23
1,15,21.0,0.0,33.0,0.0,0.0,8.0,8.0,5.0,1347.0,0,09,23
1,17,70.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,451.0,0,09,30
1,8,21.0,567.0,29.0,0.0,0.0,8.0,8.0,5.0,11.0,0,09,30
6,13,12.0,129.0,42.0,0.0,0.0,8.0,8.0,25.0,11.0,0,09,30
1,19,138.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,1782.0,0,09,30
0,19,132.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1456.0,0,09,30
1,14,142.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,533.0,0,09,30
1,19,13.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1000.0,0,09,30
5,9,140.0,82.0,29.0,0.0,0.0,8.0,8.0,9.0,11.0,0,09,30
5,9,140.0,82.0,29.0,0.0,0.0,8.0,8.0,9.0,11.0,0,09,30
0,19,139.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,399.0,0,09,30
0,19,139.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,399.0,0,09,30
3,19,126.0,107.0,42.0,0.0,0.0,8.0,8.0,19.0,11.0,0,09,30
1,15,21.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,1344.0,0,09,30
1,15,142.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,477.0,0,09,30
3,19,95.0,0.0,37.0,0.0,0.0,8.0,8.0,19.0,1485.0,0,09,30
3,12,21.0,0.0,19.0,0.0,0.0,8.0,8.0,19.0,1797.0,0,09,30
0,11,114.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,225.0,0,09,30
1,15,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1334.0,0,09,30
1,19,46.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,805.0,0,09,30
9,17,132.0,0.0,27.0,0.0,0.0,8.0,8.0,2.0,59.0,0,09,30
0,19,21.0,0.0,21.0,0.0,0.0,8.0,8.0,17.0,1108.0,0,09,30
1,8,142.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1031.0,0,09,30
5,9,140.0,94.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,09,30
5,9,140.0,82.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,09,30
5,9,140.0,82.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,09,30
1,17,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,1176.0,0,10,11
0,19,76.0,0.0,27.0,0.0,0.0,9.0,9.0,16.0,1050.0,0,10,11
1,19,132.0,0.0,11.0,0.0,0.0,8.0,8.0,5.0,1042.0,0,10,11
5,19,125.0,404.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,0,10,11
1,15,21.0,0.0,31.0,0.0,0.0,8.0,8.0,5.0,1890.0,0,10,11
5,19,19.0,190.0,19.0,0.0,0.0,8.0,8.0,9.0,11.0,0,10,11
5,19,19.0,190.0,19.0,0.0,0.0,8.0,8.0,9.0,11.0,0,10,11
3,19,132.0,0.0,27.0,0.0,0.0,8.0,8.0,19.0,1682.0,0,10,11
0,5,67.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1005.0,0,10,11
1,19,44.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,877.0,0,10,11
0,2,63.0,0.0,42.0,0.0,0.0,8.0,8.0,19.0,1766.0,0,10,11
3,12,114.0,245.0,42.0,0.0,0.0,8.0,8.0,19.0,11.0,0,10,11
3,19,132.0,90.0,18.0,0.0,0.0,8.0,8.0,19.0,11.0,0,10,11
3,19,3.0,27.0,42.0,0.0,0.0,8.0,8.0,19.0,11.0,0,10,11
5,19,19.0,190.0,19.0,0.0,0.0,8.0,8.0,9.0,11.0,0,10,18
3,19,58.0,0.0,17.0,0.0,0.0,8.0,8.0,19.0,186.0,0,10,18
1,17,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1694.0,0,10,18
1,17,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1694.0,0,10,18
1,11,3.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,168.0,0,10,18
1,18,21.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,1906.0,0,10,18
5,19,21.0,109.0,37.0,0.0,0.0,9.0,9.0,9.0,11.0,0,10,18
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1096.0,0,10,18
5,19,21.0,109.0,37.0,0.0,0.0,9.0,9.0,9.0,11.0,0,10,18
1,3,101.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1021.0,0,10,18
5,19,132.0,344.0,10.0,0.0,0.0,8.0,8.0,9.0,11.0,0,10,18
3,12,114.0,244.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,10,18
1,8,142.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,1031.0,0,10,18
0,3,70.0,0.0,11.0,0.0,0.0,8.0,8.0,16.0,1478.0,0,10,18
1,17,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,929.0,0,10,18
1,8,126.0,0.0,39.0,0.0,0.0,8.0,8.0,5.0,1868.0,0,10,18
6,0,3.0,281.0,10.0,0.0,0.0,8.0,8.0,25.0,11.0,0,10,18
1,8,57.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,99.0,0,10,18
1,15,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1339.0,0,10,18
9,17,21.0,0.0,27.0,0.0,0.0,8.0,8.0,2.0,697.0,0,10,24
1,10,70.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,844.0,0,10,24
3,19,126.0,107.0,42.0,0.0,0.0,8.0,8.0,19.0,11.0,0,10,24
0,19,97.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,1471.0,0,10,24
3,19,117.0,0.0,27.0,0.0,0.0,8.0,8.0,19.0,228.0,0,10,24
3,3,117.0,0.0,27.0,0.0,0.0,8.0,8.0,19.0,228.0,0,10,24
0,19,21.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,595.0,0,10,24
5,19,86.0,347.0,29.0,0.0,0.0,8.0,8.0,9.0,11.0,0,10,24
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,314.0,0,10,24
9,2,36.0,0.0,27.0,0.0,0.0,8.0,8.0,2.0,42.0,0,10,24
5,3,21.0,0.0,37.0,0.0,0.0,8.0,8.0,9.0,409.0,0,10,24
0,3,116.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,794.0,0,11,01
3,19,21.0,0.0,37.0,0.0,0.0,8.0,8.0,19.0,1508.0,0,11,01
9,19,21.0,0.0,23.0,0.0,0.0,8.0,8.0,2.0,779.0,0,11,01
1,17,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,320.0,0,11,01
1,17,101.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,1660.0,0,11,01
1,8,142.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,1690.0,0,11,01
0,19,36.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,792.0,0,11,01
1,19,139.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,1038.0,0,11,01
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1725.0,0,11,01
3,4,132.0,580.0,10.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,01
3,19,91.0,0.0,21.0,0.0,0.0,8.0,8.0,19.0,1136.0,0,11,01
1,13,21.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1897.0,0,11,01
1,17,142.0,0.0,19.0,0.0,0.0,8.0,8.0,5.0,191.0,0,11,01
1,1,132.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,1338.0,0,11,01
1,19,101.0,181.0,18.0,0.0,0.0,9.0,9.0,5.0,11.0,0,11,01
5,15,21.0,0.0,37.0,0.0,0.0,8.0,8.0,9.0,649.0,0,11,01
1,19,9.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1393.0,0,11,01
5,9,140.0,20.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,11,01
1,15,21.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,1794.0,0,11,01
1,3,70.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,1834.0,0,11,09
1,5,121.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,392.0,0,11,09
1,3,70.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,1039.0,0,11,09
1,17,70.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1423.0,0,11,09
1,17,70.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1423.0,0,11,09
1,17,126.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,310.0,0,11,09
0,19,21.0,0.0,21.0,0.0,0.0,8.0,8.0,5.0,1831.0,0,11,09
9,2,35.0,0.0,11.0,0.0,0.0,8.0,8.0,2.0,853.0,0,11,09
5,19,126.0,551.0,15.0,0.0,0.0,9.0,9.0,9.0,11.0,0,11,09
3,19,92.0,11.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,09
9,19,109.0,0.0,27.0,0.0,0.0,8.0,8.0,2.0,955.0,0,11,09
9,19,109.0,0.0,27.0,0.0,0.0,8.0,8.0,2.0,1.0,0,11,09
3,19,132.0,517.0,29.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,09
5,19,126.0,551.0,29.0,0.0,0.0,9.0,9.0,9.0,11.0,0,11,09
1,19,132.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1396.0,0,11,09
1,11,142.0,0.0,12.0,0.0,0.0,8.0,8.0,5.0,63.0,0,11,09
1,10,70.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,1459.0,0,11,17
0,19,21.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,1100.0,0,11,17
3,12,21.0,0.0,37.0,0.0,0.0,8.0,8.0,19.0,1364.0,0,11,17
1,19,63.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,869.0,0,11,17
1,11,3.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,574.0,0,11,17
0,17,80.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,612.0,0,11,17
1,3,18.0,0.0,19.0,0.0,0.0,8.0,8.0,5.0,404.0,0,11,17
5,13,21.0,0.0,17.0,0.0,0.0,8.0,8.0,9.0,1883.0,0,11,17
1,3,70.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,1039.0,0,11,17
3,19,132.0,0.0,42.0,0.0,0.0,8.0,8.0,19.0,1178.0,0,11,17
1,5,70.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,827.0,0,11,17
1,8,21.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1808.0,0,11,17
0,5,76.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,1756.0,0,11,17
0,5,76.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,1756.0,0,11,17
0,5,76.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,1756.0,0,11,17
3,12,114.0,244.0,42.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,17
0,19,7.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1204.0,0,11,17
0,19,63.0,0.0,37.0,0.0,0.0,8.0,8.0,16.0,221.0,0,11,17
0,19,63.0,0.0,37.0,0.0,0.0,8.0,8.0,16.0,221.0,0,11,17
1,10,142.0,0.0,34.0,0.0,0.0,8.0,8.0,5.0,1723.0,0,11,17
3,1,132.0,372.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,17
1,15,142.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,533.0,0,11,17
0,5,7.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1204.0,0,11,28
0,5,7.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1204.0,0,11,28
3,1,132.0,522.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,28
1,19,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1847.0,0,11,28
1,15,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1673.0,0,11,28
0,19,132.0,0.0,42.0,0.0,0.0,8.0,8.0,19.0,1078.0,0,11,28
0,19,21.0,0.0,21.0,0.0,0.0,8.0,8.0,5.0,962.0,0,11,28
5,9,31.0,269.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,0,11,28
0,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,19.0,1169.0,0,11,28
0,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,19.0,1169.0,0,11,28
0,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,19.0,1169.0,0,11,28
0,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,19.0,1169.0,0,11,28
3,19,21.0,0.0,28.0,0.0,0.0,8.0,8.0,19.0,1796.0,0,11,28
5,11,21.0,0.0,12.0,0.0,0.0,8.0,8.0,9.0,1512.0,0,11,28
1,19,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1890.0,0,11,28
1,17,126.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,1669.0,0,11,28
1,3,116.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,803.0,0,11,28
5,9,140.0,271.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,11,28
3,1,132.0,522.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,28
3,1,132.0,522.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,28
3,1,132.0,522.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,28
1,17,126.0,0.0,19.0,0.0,0.0,8.0,8.0,5.0,810.0,0,11,28
3,12,21.0,490.0,18.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,28
1,5,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,268.0,0,11,28
5,9,140.0,271.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,11,28
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1310.0,0,11,28
3,1,132.0,7.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,11,28
3,19,129.0,0.0,27.0,0.0,0.0,8.0,8.0,19.0,1055.0,0,11,28
1,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,875.0,0,12,05
1,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,875.0,0,12,05
1,19,21.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1890.0,0,12,05
1,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,875.0,0,12,05
1,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,875.0,0,12,05
0,2,8.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,258.0,0,12,05
0,2,8.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,258.0,0,12,05
0,5,117.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,711.0,0,12,05
1,15,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1502.0,0,12,05
5,19,86.0,429.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,0,12,05
1,3,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,357.0,0,12,05
1,17,142.0,0.0,20.0,0.0,0.0,8.0,8.0,5.0,544.0,0,12,05
5,19,142.0,644.0,19.0,0.0,0.0,9.0,9.0,9.0,11.0,0,12,05
0,19,12.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,1589.0,0,12,05
1,17,142.0,0.0,10.0,0.0,0.0,8.0,8.0,5.0,1693.0,0,12,05
5,19,41.0,0.0,23.0,0.0,0.0,8.0,8.0,9.0,877.0,0,12,05
5,11,40.0,0.0,23.0,0.0,0.0,8.0,8.0,9.0,877.0,0,12,05
1,19,132.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,84.0,0,12,05
3,12,21.0,477.0,42.0,0.0,0.0,8.0,8.0,19.0,11.0,0,12,05
3,19,21.0,0.0,37.0,0.0,0.0,8.0,8.0,19.0,1351.0,0,12,05
1,17,101.0,0.0,33.0,0.0,0.0,8.0,8.0,5.0,1660.0,0,12,05
5,19,86.0,516.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,0,12,05
1,5,122.0,0.0,24.0,0.0,0.0,8.0,8.0,5.0,686.0,0,12,05
5,19,86.0,516.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,0,12,05
1,17,28.0,0.0,23.0,0.0,0.0,8.0,8.0,5.0,842.0,0,12,12
1,4,60.0,419.0,42.0,0.0,0.0,8.0,8.0,5.0,11.0,0,12,12
5,9,135.0,0.0,10.0,0.0,0.0,8.0,8.0,9.0,460.0,0,12,12
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1095.0,0,12,12
6,7,126.0,383.0,42.0,0.0,0.0,8.0,8.0,25.0,11.0,0,12,12
5,19,86.0,441.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,12,12
0,19,36.0,0.0,37.0,0.0,0.0,8.0,8.0,19.0,1575.0,0,12,12
0,19,76.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,147.0,0,12,12
1,19,21.0,544.0,22.0,0.0,0.0,8.0,8.0,5.0,11.0,0,12,12
3,19,58.0,0.0,42.0,0.0,0.0,8.0,8.0,19.0,1236.0,0,12,12
3,1,132.0,282.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,12,12
1,19,63.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,215.0,0,12,12
1,19,21.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,390.0,0,12,15
1,17,101.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,901.0,0,12,15
5,19,132.0,201.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,12,15
5,19,86.0,346.0,29.0,0.0,0.0,8.0,8.0,9.0,11.0,0,12,15
1,8,58.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1243.0,0,12,15
1,17,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,372.0,0,12,15
0,11,21.0,0.0,21.0,0.0,0.0,8.0,8.0,16.0,1291.0,0,12,15
9,19,21.0,0.0,18.0,0.0,0.0,8.0,8.0,2.0,235.0,0,12,15
1,19,37.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,864.0,0,12,15
1,17,142.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,320.0,0,12,15
1,15,63.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,732.0,0,12,15
3,12,21.0,457.0,23.0,0.0,0.0,8.0,8.0,19.0,11.0,0,12,15
5,9,31.0,269.0,42.0,0.0,0.0,8.0,8.0,9.0,11.0,0,12,15
1,19,132.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1396.0,0,12,22
3,12,3.0,0.0,31.0,0.0,0.0,8.0,8.0,19.0,1179.0,0,12,22
3,11,49.0,0.0,34.0,0.0,0.0,8.0,8.0,19.0,556.0,0,12,22
0,5,36.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1781.0,0,12,22
0,5,36.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1781.0,0,12,22
3,12,21.0,0.0,18.0,0.0,0.0,8.0,8.0,19.0,1385.0,0,12,22
0,19,126.0,0.0,15.0,0.0,0.0,8.0,8.0,16.0,1401.0,0,12,22
9,19,89.0,0.0,21.0,0.0,0.0,8.0,8.0,2.0,1136.0,0,12,22
0,19,57.0,0.0,15.0,0.0,0.0,8.0,8.0,5.0,484.0,0,12,22
1,19,126.0,398.0,15.0,0.0,0.0,9.0,9.0,5.0,11.0,0,12,22
1,14,21.0,0.0,19.0,0.0,0.0,8.0,8.0,5.0,1368.0,0,12,22
1,17,126.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,1546.0,0,12,22
1,15,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1032.0,0,12,22
1,17,21.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1631.0,0,12,22
1,19,21.0,211.0,27.0,0.0,0.0,12.0,12.0,5.0,11.0,0,12,22
9,19,21.0,0.0,23.0,0.0,0.0,8.0,8.0,4.0,779.0,0,12,22
1,11,142.0,0.0,19.0,0.0,0.0,8.0,8.0,5.0,1770.0,0,12,22
6,7,3.0,467.0,42.0,0.0,1.0,8.0,8.0,25.0,11.0,1,01,05
0,19,63.0,0.0,18.0,0.0,0.0,8.0,8.0,16.0,434.0,1,01,05
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1695.0,1,01,05
6,0,3.0,428.0,10.0,0.0,1.0,8.0,8.0,25.0,11.0,1,01,05
9,19,132.0,0.0,19.0,0.0,0.0,8.0,8.0,2.0,1040.0,1,01,05
9,19,132.0,0.0,19.0,0.0,0.0,8.0,8.0,2.0,1040.0,1,01,05
9,19,132.0,0.0,19.0,0.0,0.0,8.0,8.0,2.0,1040.0,1,01,05
9,19,132.0,0.0,19.0,0.0,0.0,8.0,8.0,2.0,1040.0,1,01,05
9,19,132.0,0.0,19.0,0.0,0.0,8.0,8.0,2.0,1040.0,1,01,05
0,11,63.0,0.0,37.0,0.0,0.0,8.0,8.0,19.0,394.0,1,01,05
3,12,21.0,0.0,10.0,0.0,0.0,8.0,8.0,19.0,1386.0,1,01,05
1,19,19.0,146.0,40.0,0.0,0.0,12.0,12.0,5.0,11.0,1,01,05
1,3,21.0,0.0,11.0,0.0,0.0,8.0,8.0,5.0,360.0,1,01,05
5,18,21.0,0.0,23.0,0.0,0.0,8.0,8.0,9.0,623.0,1,01,05
0,19,3.0,0.0,42.0,0.0,0.0,8.0,8.0,5.0,1614.0,1,01,05
1,17,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1440.0,1,01,05
3,12,21.0,0.0,23.0,0.0,0.0,8.0,8.0,19.0,1386.0,1,01,05
1,2,36.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,871.0,1,01,05
1,19,118.0,0.0,23.0,0.0,0.0,8.0,8.0,5.0,229.0,1,01,05
1,8,126.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,988.0,1,01,05
1,17,67.0,0.0,35.0,0.0,0.0,8.0,8.0,5.0,587.0,1,01,05
3,11,132.0,0.0,37.0,0.0,0.0,8.0,8.0,19.0,1762.0,1,01,05
0,19,70.0,0.0,37.0,0.0,0.0,8.0,8.0,16.0,1124.0,1,01,05
1,10,142.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,1032.0,1,01,05
1,8,126.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,988.0,1,01,05
3,12,122.0,0.0,37.0,0.0,0.0,8.0,8.0,19.0,1876.0,1,01,05
0,3,58.0,0.0,21.0,0.0,0.0,8.0,8.0,5.0,1232.0,1,01,05
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1634.0,1,01,05
0,19,21.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,924.0,1,01,05
1,19,21.0,0.0,23.0,0.0,0.0,8.0,8.0,5.0,531.0,1,01,05
5,18,61.0,0.0,37.0,0.0,0.0,8.0,8.0,34.0,837.0,1,01,05
5,18,61.0,0.0,37.0,0.0,0.0,8.0,8.0,34.0,837.0,1,01,05
0,19,21.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,1261.0,1,01,05
3,19,3.0,0.0,29.0,0.0,0.0,8.0,8.0,19.0,945.0,1,01,05
5,19,86.0,429.0,18.0,0.0,0.0,8.0,8.0,9.0,11.0,1,01,05
1,15,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,706.0,1,01,05
1,1,8.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,603.0,1,01,05
1,8,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,1027.0,1,01,11
0,11,142.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,253.0,1,01,11
0,11,142.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,253.0,1,01,11
3,12,21.0,448.0,18.0,0.0,0.0,8.0,8.0,19.0,11.0,1,01,11
1,18,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,682.0,1,01,11
1,19,57.0,0.0,29.0,0.0,0.0,8.0,8.0,5.0,68.0,1,01,11
5,19,125.0,409.0,29.0,0.0,0.0,8.0,8.0,9.0,11.0,1,01,11
1,15,142.0,0.0,37.0,0.0,0.0,8.0,8.0,5.0,313.0,1,01,11
0,11,132.0,0.0,18.0,0.0,0.0,8.0,8.0,5.0,1656.0,1,01,19
1,15,58.0,0.0,17.0,0.0,0.0,8.0,8.0,5.0,1237.0,1,01,19
3,12,21.0,126.0,24.0,0.0,0.0,8.0,8.0,19.0,11.0,1,01,19
9,2,142.0,0.0,24.0,0.0,0.0,8.0,8.0,2.0,146.0,1,01,19
1,17,65.0,0.0,27.0,0.0,0.0,8.0,8.0,5.0,740.0,1,01,19
0,19,58.0,0.0,37.0,0.0,0.0,8.0,8.0,16.0,1224.0,1,01,19
0,19,58.0,0.0,37.0,0.0,0.0,8.0,8.0,16.0,1224.0,1,01,19
3,12,21.0,0.0,29.0,0.0,0.0,8.0,8.0,19.0,1797.0,1,01,19
0,19,21.0,0.0,21.0,0.0,0.0,8.0,8.0,5.0,961.0,1,01,19
5,19,98.0,178.0,23.0,0.0,0.0,8.0,8.0,9.0,11.0,1,01,19
